matchid,team,match_location,final_points_i,outcome,carries_i,metres_made_i,defenders_beaten_i,clean_breaks_i,offloads_i,passes_i,turnovers_conceded_i,turnovers_won_i,kicks_from_hand_i,kick_metres_i,scrums_won_i,rucks_won_i,lineout_throws_lost_i,lineout_throws_won_i,tackles_i,missed_tackles_i,penalties_conceded_i,scrum_pens_conceded_i,lineout_pens_conceded_i,general_play_pens_conceded_i,free_kicks_conceded_i,ruck_maul_tackle_pen_con_i,red_cards_i,yellow_cards_i,final_points_r,carries_r,metres_made_r,defenders_beaten_r,clean_breaks_r,offloads_r,passes_r,turnovers_conceded_r,turnovers_won_r,kicks_from_hand_r,kick_metres_r,scrums_won_r,rucks_won_r,lineout_throws_lost_r,lineout_throws_won_r,tackles_r,missed_tackles_r,penalties_conceded_r,scrum_pens_conceded_r,lineout_pens_conceded_r,general_play_pens_conceded_r,free_kicks_conceded_r,ruck_maul_tackle_pen_con_r,red_cards_r,yellow_cards_r
190,T3,home,22,draw,63,251,12,4,6,62,12,2,22,558,7,4,1,10,74,17,15,1,0,5,0,3,0,4,0,-4,75,-4,1,-3,-29,0,-3,5,5,3,-1,-1,-1,17,5,-3,-4,-2,-1,-1,0,0,3
191,T7,away,34,win,134,328,7,3,6,198,6,6,29,1253,5,2,1,12,154,8,11,0,0,6,0,4,0,0,15,22,67,-1,2,0,61,-6,3,3,279,0,-2,0,8,-37,1,3,0,0,2,0,-1,0,0
192,T11,away,7,loss,64,161,11,1,5,79,11,12,20,910,6,7,0,14,95,15,16,2,1,3,0,3,0,1,-25,-35,-287,-4,-6,-11,-53,0,6,0,59,-3,1,-4,2,16,4,8,1,0,3,0,2,0,1
193,T8,away,11,loss,99,300,22,2,6,121,16,10,20,819,3,9,3,16,131,12,12,2,0,3,0,1,0,1,-25,-28,-241,10,-5,-5,-14,2,-4,3,175,-3,2,-1,6,2,-10,-5,1,0,-4,-1,-7,0,0
194,T6,home,19,loss,152,331,16,3,12,189,14,2,19,798,9,4,1,13,93,10,7,2,0,0,0,0,0,0,-19,77,4,6,-6,3,77,1,-4,-1,45,3,0,-2,1,-106,-6,-6,1,0,-5,0,-4,0,-1
195,T9,away,14,loss,126,432,12,6,8,178,15,7,23,831,7,6,2,9,90,5,17,5,2,3,1,3,0,1,-4,51,262,7,5,2,91,2,-1,-3,-418,-1,0,0,-8,-63,-7,10,3,2,3,0,3,0,0
196,T6,home,13,draw,116,333,15,1,5,148,17,2,47,1488,12,7,3,11,65,4,12,1,1,1,1,0,1,0,0,53,43,11,-2,-1,62,2,-2,-3,-172,7,2,-1,-7,-68,-11,0,-1,1,-2,0,0,1,0
197,T12,home,29,win,105,411,26,4,17,132,11,6,22,704,1,4,2,13,118,3,8,1,0,4,0,1,1,0,5,13,181,23,3,7,17,3,2,3,-95,-3,-2,-3,3,15,-23,-4,1,0,-3,0,-3,1,-1
198,T5,home,26,win,118,399,32,8,24,141,13,9,21,525,8,10,1,7,100,13,19,2,2,1,1,2,0,0,4,12,28,19,0,-17,13,-7,-1,7,-59,-1,4,-4,-9,-37,-19,12,0,1,0,0,2,0,0
199,T11,away,42,win,127,409,15,6,9,172,6,9,29,1349,5,2,2,10,173,7,10,0,0,2,0,4,0,1,22,2,97,7,3,3,37,-3,5,7,486,1,-3,-3,5,32,-8,-2,-1,0,-2,-1,1,0,0
200,T10,away,29,win,102,367,11,2,7,118,11,3,28,1190,9,10,2,11,166,6,15,1,0,4,0,2,1,1,6,-13,13,5,0,1,-13,1,-3,-2,23,5,6,-1,-4,52,-5,5,0,-3,2,0,2,1,1
201,T10,home,34,win,152,572,27,8,17,177,14,8,31,970,7,7,2,14,165,19,9,2,1,2,2,0,0,0,27,10,164,8,2,2,26,-4,3,4,49,4,1,0,2,-5,-8,-2,1,1,0,2,-2,0,0
202,T15,home,21,loss,105,300,25,5,8,122,16,5,22,776,5,2,2,16,98,32,7,2,0,1,0,0,0,0,-5,13,-71,-7,-2,-4,2,1,-4,-2,171,-3,-3,-2,6,-11,7,-5,1,0,-2,0,-6,0,-1
203,T6,away,31,loss,107,350,15,4,8,149,15,4,25,1007,5,8,5,12,134,19,11,3,0,2,0,2,0,1,-19,-6,-57,-4,0,-4,-18,0,-3,-7,31,2,4,5,2,16,4,2,2,0,0,0,0,0,1
204,T12,home,26,loss,117,344,21,6,8,138,10,5,20,806,6,12,1,20,63,12,11,2,0,4,0,1,0,1,-4,49,58,9,1,3,48,-3,2,-1,-136,2,8,-2,7,-101,-10,-6,-2,-1,1,0,-2,0,0
205,T11,home,30,win,103,295,14,3,8,112,4,7,20,1026,6,5,2,7,168,11,13,1,1,2,1,1,0,0,13,-7,12,3,1,2,5,-9,0,6,288,3,-1,1,-9,27,-3,0,-1,1,0,0,-1,0,0
206,T8,away,16,win,92,289,16,3,4,110,8,5,23,722,5,4,2,11,199,21,13,1,0,2,0,4,0,2,6,-73,-102,-5,-3,-5,-77,-5,-1,5,47,2,-5,2,-2,83,5,-1,1,-2,-2,0,2,0,2
207,T9,home,6,loss,90,281,8,1,13,128,13,9,18,740,8,8,3,12,114,11,14,6,0,0,1,2,0,1,-16,-3,-49,-3,-2,6,-8,0,2,-3,-179,0,3,2,-3,7,3,2,3,0,-1,0,0,0,1
208,T7,home,50,win,151,628,32,11,20,206,20,6,19,606,6,5,0,13,88,12,7,3,1,0,1,1,0,0,35,68,348,20,8,13,94,8,-2,0,30,-4,0,-2,7,-55,-20,-7,-2,1,0,1,-1,0,-1
209,T10,home,46,win,147,644,23,9,11,164,13,9,16,368,7,5,1,10,129,15,11,1,2,2,0,1,0,0,28,53,449,8,8,9,45,1,2,2,-149,3,-3,-2,1,-46,-8,1,-2,2,-1,-1,-1,0,-1
210,T7,home,43,win,169,646,37,7,10,225,12,5,23,972,7,7,2,14,66,15,6,1,0,1,0,0,0,0,36,102,379,22,4,2,138,-3,-6,0,124,3,4,-2,5,-91,-21,-6,-2,0,-3,-2,-4,0,-1
211,T1,home,54,win,109,369,21,10,12,151,11,4,27,658,6,2,0,13,122,13,5,0,0,2,0,2,0,0,18,5,-67,8,1,-4,4,-2,1,9,231,1,-2,0,0,-5,-8,-6,-4,0,-1,0,0,0,-1
212,T11,away,17,loss,87,270,13,4,4,145,11,2,20,850,3,8,1,17,103,4,16,4,1,2,3,2,0,1,-12,11,56,9,0,0,52,0,-1,-4,28,-5,4,-3,-1,0,-9,2,2,1,-5,3,0,0,0
213,T7,home,10,loss,150,344,20,5,6,185,10,9,20,657,1,9,1,14,212,23,15,0,0,2,0,4,0,0,-10,3,9,-3,2,-1,33,4,2,-7,-91,-2,2,-1,-2,22,3,4,0,0,0,0,1,0,0
214,T7,home,29,win,155,562,12,3,13,157,15,3,24,1045,5,5,0,17,111,13,13,3,1,3,1,1,0,0,22,68,292,-1,1,8,28,2,-3,4,-64,1,2,-4,4,-64,1,-1,-2,0,0,-1,-3,0,-1
215,T5,home,10,loss,165,391,21,6,9,187,13,6,18,675,3,9,0,13,116,16,14,0,2,4,0,2,0,0,-6,73,102,5,3,5,77,5,1,-5,-47,-2,5,-2,2,-83,-5,1,-1,2,2,0,-2,0,-2
216,T4,away,17,loss,72,257,10,3,10,100,12,4,20,897,6,6,0,17,82,19,13,3,0,3,1,0,0,0,-22,-13,-162,-9,-5,3,12,2,-1,-11,-166,4,1,0,2,16,9,-1,1,0,-1,0,-2,0,-1
217,T14,home,34,win,77,258,12,4,7,98,11,9,19,998,5,2,1,10,183,19,14,1,0,5,0,3,0,0,14,-52,-53,-7,1,3,-63,-3,4,0,83,0,-4,-1,-4,109,7,3,0,0,4,0,-1,0,0
218,T3,home,37,win,71,309,6,3,6,99,9,7,41,1402,8,5,2,13,89,3,8,2,0,1,0,1,0,0,27,-5,184,3,2,4,21,-7,2,5,116,6,1,-2,2,20,-3,-2,-2,0,0,-1,0,0,-1
219,T13,away,18,loss,58,241,16,5,6,78,10,7,24,1056,5,5,3,10,199,21,11,2,0,3,0,2,0,0,-4,-89,-190,-5,1,-14,-66,0,2,-1,121,-2,-8,2,-7,151,5,1,2,0,2,0,1,0,0
220,T4,away,26,loss,82,378,22,8,14,106,16,5,12,574,10,3,2,6,174,19,11,2,0,2,1,5,0,0,-3,-52,65,3,3,7,-40,3,-3,-8,-144,7,-2,1,-5,89,-3,2,0,0,-1,1,1,-1,-1
221,T14,home,51,win,88,305,14,4,8,99,14,8,32,1097,3,4,3,7,115,9,11,3,0,2,0,4,0,0,29,-8,35,5,3,2,-44,2,1,14,397,-3,-9,1,-3,2,-5,0,1,0,0,-1,2,0,-1
222,T8,away,16,loss,119,294,26,1,4,175,14,7,22,974,5,6,3,17,95,11,7,1,1,2,0,2,0,1,-18,37,-119,15,-3,-6,90,5,0,-8,-77,-1,2,1,8,-71,-15,-8,1,1,-5,0,-2,0,0
223,T5,away,21,win,55,178,12,2,2,37,12,5,40,1442,9,3,4,11,138,7,11,3,1,3,1,0,0,1,16,-31,9,5,2,-1,-55,-3,-2,2,47,2,3,3,2,76,-5,4,1,1,0,0,-2,0,0
224,T7,home,35,win,94,319,28,7,3,131,11,5,27,1100,6,1,2,12,206,22,9,1,0,0,1,2,0,1,10,-85,-65,6,5,-18,-107,-1,-1,1,238,3,-4,2,0,103,-6,-1,0,0,-2,0,0,0,0
225,T2,home,7,loss,95,254,20,3,5,138,10,6,30,1252,11,5,0,10,132,27,10,0,0,0,0,0,0,1,-22,-20,-132,-7,-4,-10,-12,-10,3,2,272,4,-1,-3,-2,20,7,4,-1,0,-1,-1,0,0,0
226,T10,away,18,loss,72,261,17,2,2,80,15,6,21,898,6,8,3,8,178,17,15,2,0,5,1,4,0,1,-2,-68,-113,0,-1,-5,-27,3,-3,-10,181,-3,2,-1,-5,103,0,6,2,0,4,1,-1,0,1
227,T6,away,14,loss,99,267,9,2,4,111,8,8,25,877,4,2,2,11,159,25,11,0,1,4,0,0,0,0,-19,-37,-303,-16,-9,-8,-36,-5,4,4,42,0,-4,-1,-5,29,16,-2,-1,0,1,-2,0,0,0
228,T15,home,22,win,142,328,15,7,19,180,17,7,26,912,4,8,4,13,105,14,13,3,2,3,2,0,0,0,3,52,81,1,3,7,64,4,-1,3,14,-1,-2,3,1,-33,-1,3,3,2,-1,2,-1,0,0
229,T2,home,26,loss,128,539,28,8,11,173,17,3,25,988,5,6,0,13,73,16,10,1,1,2,0,0,0,0,-3,38,168,12,5,-2,64,9,-3,-3,-139,0,4,-5,0,-59,-12,-2,1,0,-2,0,-4,0,-2
230,T2,home,69,win,94,575,15,11,15,136,12,5,30,1007,3,1,1,15,114,10,12,1,1,2,2,2,0,0,48,-9,300,5,9,9,6,-1,0,6,229,-3,-5,-1,5,36,-5,5,0,1,2,2,2,0,0
231,T11,away,18,loss,104,249,16,2,4,118,17,5,17,597,9,6,1,9,80,6,13,1,2,4,1,5,0,0,-1,34,110,10,0,2,33,6,1,-7,-125,0,4,0,-4,-58,-10,3,-3,2,3,1,5,0,-1
232,T10,away,12,loss,98,254,19,3,3,133,14,10,18,662,7,10,0,14,140,32,15,1,0,5,0,4,0,2,-20,-30,-194,-13,-5,-6,-50,1,1,-5,36,-2,-1,-3,3,19,13,6,0,0,4,-1,3,0,2
233,T7,away,23,loss,83,168,10,2,4,83,12,4,31,1379,7,0,3,9,62,16,13,2,2,4,0,2,0,2,-5,12,-289,-6,-4,-4,13,-1,3,8,457,2,-3,1,-3,-49,6,-3,-2,2,-1,-1,0,0,1
234,T1,away,22,win,93,330,11,3,7,136,13,7,21,919,8,5,1,15,107,8,12,3,0,1,1,2,0,0,16,3,49,3,2,-6,8,0,-2,3,179,0,-3,-2,3,-7,-3,-2,-3,0,1,0,0,0,-1
235,T11,home,13,win,82,229,8,2,4,109,16,3,26,962,4,6,2,15,147,9,8,1,0,2,0,1,0,1,2,-23,19,-1,1,1,-17,9,-4,-2,-50,-4,1,0,4,56,1,-4,-1,0,-2,-1,-1,0,1
236,T6,home,10,loss,108,288,12,4,9,138,10,2,38,937,9,2,1,9,148,18,13,4,0,3,1,4,0,0,-14,-10,-11,-6,2,-1,29,-7,-3,-4,-168,3,-1,1,0,26,6,8,2,0,2,0,0,0,-1
237,T2,home,39,win,85,419,19,8,7,88,10,5,31,1063,2,5,0,15,66,10,14,2,0,4,1,2,0,1,22,13,162,9,5,-3,-12,-2,1,11,166,-4,-1,0,-2,-16,-9,1,-1,0,1,0,2,0,1
238,T3,home,51,win,120,449,16,8,6,145,9,6,33,1147,7,5,2,14,86,9,5,0,0,0,0,1,0,0,48,33,310,7,6,-6,29,-1,-2,9,311,4,1,-1,3,-44,-7,-8,-4,0,-7,-1,-1,0,-3
239,T7,away,13,loss,78,187,11,1,11,90,12,6,27,835,5,5,2,17,87,25,18,5,3,1,1,1,0,2,-7,-2,-85,-14,-3,3,-28,1,2,5,-34,-1,4,-1,4,1,14,6,4,1,-3,1,-2,0,2
240,T15,away,36,loss,104,436,13,9,16,147,13,3,18,427,5,4,0,13,127,21,11,4,0,3,0,2,0,1,-18,-5,67,-8,-1,4,-4,2,-1,-9,-231,-1,2,0,0,5,8,6,4,0,1,0,0,0,1
241,T9,home,32,win,109,338,14,5,13,126,13,9,21,758,9,2,5,6,132,18,6,2,0,1,1,1,0,0,4,-2,-83,-4,3,9,-38,-1,2,1,63,2,-4,2,-2,-2,4,-3,1,-1,0,1,1,0,-1
242,T1,home,23,win,64,214,10,3,5,73,12,10,24,910,6,5,0,12,154,16,9,3,0,1,1,1,0,1,4,-54,-178,-6,0,-1,-53,-1,3,-2,196,-1,-2,0,-2,90,6,-4,0,0,-3,0,-1,0,1
243,T5,away,9,loss,100,418,14,2,11,135,13,3,26,1016,6,9,2,15,93,9,6,0,1,1,0,0,0,1,-6,13,174,5,-2,1,37,4,-5,-7,-492,1,6,1,6,-12,-5,-1,0,1,0,0,-3,0,1
244,T7,home,21,win,141,474,17,6,19,220,16,8,23,1056,5,7,1,16,127,23,13,3,1,1,0,3,0,0,8,30,65,-6,2,13,104,-2,-2,1,19,0,3,0,2,-17,6,4,1,1,-1,-1,-1,0,0
245,T14,home,19,loss,112,261,8,1,6,137,12,3,26,974,5,4,1,4,191,7,8,0,0,4,0,5,0,0,-15,-22,-67,1,-2,0,-61,6,-3,-3,-279,0,2,0,-8,37,-1,-3,0,0,-2,0,1,0,0
246,T11,home,33,win,136,570,25,11,12,147,13,4,21,835,4,6,3,16,130,9,13,1,1,3,2,0,0,0,19,37,303,16,9,8,36,5,-4,-4,-42,0,4,1,5,-29,-16,2,1,0,-1,2,0,0,0
247,T6,home,18,loss,88,240,16,2,6,112,14,6,19,899,6,6,1,16,85,10,11,1,0,3,0,2,1,0,-1,-5,-102,6,-2,1,-4,8,-4,-5,134,2,2,0,8,-18,-6,-3,-3,0,1,-1,2,0,0
248,T7,away,13,loss,147,257,9,2,3,137,10,5,42,1607,5,3,4,10,133,12,11,1,2,2,2,1,0,0,-5,48,-5,-3,0,-2,39,2,-1,1,106,-2,-3,1,0,-78,3,2,1,2,-3,1,-2,0,0
249,T13,away,26,win,92,371,32,7,12,120,15,9,24,605,8,5,4,10,109,25,12,1,0,3,0,6,0,1,5,-13,71,7,2,4,-2,-1,4,2,-171,3,3,2,-6,11,-7,5,-1,0,2,0,6,0,1
250,T10,home,22,win,94,354,13,8,8,122,11,8,20,778,7,8,1,16,137,22,11,3,0,1,2,2,0,0,2,-18,-35,-9,3,-1,-47,-4,4,0,119,-4,5,-4,3,19,9,2,1,-1,1,2,1,0,0
251,T14,away,34,win,92,319,20,4,10,115,9,5,19,743,5,5,1,13,125,16,11,3,0,1,0,1,0,0,17,-4,124,4,0,5,8,-1,1,0,196,-3,2,-1,2,19,-4,1,0,0,-2,-1,0,0,0
252,T9,away,19,win,93,342,10,4,5,116,6,10,24,765,4,4,1,8,103,16,14,4,0,2,1,0,1,0,1,5,102,-6,2,-1,4,-8,4,5,-134,-2,-2,0,-8,18,6,3,3,0,-1,1,-2,0,0
253,T3,away,17,loss,80,311,17,4,4,103,10,4,17,560,5,4,2,9,148,10,17,2,0,2,0,2,0,1,-25,-53,-89,7,-2,-13,-53,-2,0,-3,-248,1,-2,1,-8,44,-7,9,2,-1,2,-1,-1,0,1
254,T7,away,61,win,155,584,23,9,11,228,10,7,24,1169,4,4,2,17,83,7,9,1,0,4,0,0,0,0,44,82,242,16,6,6,154,-1,0,1,284,-1,2,1,8,-102,-16,-6,-1,0,-1,-1,-3,0,0
255,T12,home,57,win,126,675,30,12,21,123,14,5,19,832,5,4,2,10,97,12,8,2,0,0,1,3,0,0,45,34,406,18,11,12,-12,2,-3,4,116,-4,1,-2,-1,-21,-18,-4,-1,0,-3,1,0,0,-1
256,T1,home,19,win,77,140,8,1,5,93,6,10,25,830,9,10,1,7,233,18,12,0,0,3,0,4,0,1,6,-104,-292,-10,-2,-12,-126,-6,5,4,238,7,-2,0,-11,137,10,-1,-5,0,2,-1,1,0,1
257,T6,home,0,loss,121,220,10,0,5,161,15,9,33,1064,8,6,5,9,126,10,16,5,0,1,1,3,0,1,-12,26,-50,0,-1,-2,72,4,3,5,-135,-1,-2,-5,0,-14,0,9,4,0,1,0,3,0,1
258,T13,away,22,draw,67,176,16,3,9,91,12,5,17,553,4,5,2,11,57,12,18,5,2,6,1,3,0,1,0,4,-75,4,-1,3,29,0,3,-5,-5,-3,1,1,1,-17,-5,3,4,2,1,1,0,0,-3
259,T12,away,34,win,93,335,15,3,13,86,12,6,29,800,7,6,0,16,79,7,17,4,0,5,2,1,0,1,24,23,210,8,3,9,-16,-2,0,8,-240,0,1,-3,-1,-6,-8,5,3,-2,3,1,-2,0,1
260,T9,home,33,win,149,518,23,9,61,183,16,7,26,1000,8,3,0,10,72,23,13,4,0,4,1,3,0,1,12,61,188,0,4,19,76,-1,-1,7,137,3,-2,-4,-5,-59,0,4,4,0,2,1,0,0,-1
261,T10,home,22,loss,147,424,20,5,14,163,18,6,16,620,5,8,0,14,151,24,11,3,0,2,1,4,0,0,-13,25,69,-4,0,8,27,5,-3,-9,-96,-3,4,-2,7,-30,4,-3,1,0,-2,1,-1,0,-1
262,T11,home,35,win,121,426,15,7,24,155,11,5,22,669,6,4,2,11,97,4,13,2,1,3,0,4,0,1,11,44,204,11,7,19,70,-4,-3,4,-44,1,1,-4,-1,-19,-11,3,1,1,0,0,0,0,0
263,T2,away,39,win,93,434,25,7,13,109,15,12,28,1000,3,4,5,11,119,9,14,5,1,1,3,1,0,0,25,-5,10,16,5,6,-15,1,5,10,190,-2,-3,-1,1,35,-16,-2,4,0,-1,2,-2,0,-1
264,T16,away,9,loss,64,205,4,0,6,75,13,5,17,821,11,5,2,11,85,20,7,2,0,3,1,2,0,0,-4,-31,-181,-16,-6,-5,-50,1,0,-7,148,1,0,2,2,12,16,-8,-6,0,1,-1,-1,0,0
265,T10,home,8,loss,90,241,7,2,7,135,18,5,21,844,8,3,2,9,138,35,12,7,0,3,2,1,1,0,-37,-31,-291,-28,-8,-4,8,5,-1,-1,-335,-2,-1,-3,-3,32,28,4,5,0,1,1,0,1,-1
266,T5,away,30,win,154,420,25,7,11,209,13,11,28,794,4,4,2,19,127,17,7,1,1,3,2,1,0,0,16,54,130,8,3,8,55,-3,7,9,235,-1,-7,2,12,-70,-8,-10,-2,-2,3,1,-1,0,0
267,T4,home,17,loss,96,195,16,4,5,107,10,4,19,547,8,3,2,11,106,20,10,3,0,3,1,1,0,0,-17,4,-124,-4,0,-5,-8,1,-1,0,-196,3,-2,1,-2,-19,4,-1,0,0,2,1,0,0,0
268,T8,home,32,win,128,448,32,8,9,183,13,9,23,626,9,11,3,11,121,19,9,1,0,1,1,1,0,0,20,30,194,13,5,6,50,-1,-1,5,-36,2,1,3,-3,-19,-13,-6,0,0,-4,1,-3,0,-2
269,T4,away,7,loss,67,267,15,3,8,87,15,11,23,848,4,3,4,9,157,36,12,3,0,4,2,4,0,1,-36,-102,-379,-22,-4,-2,-138,3,6,0,-124,-3,-4,2,-5,91,21,6,2,0,3,2,4,0,1
270,T12,home,22,loss,133,432,22,7,20,147,17,8,10,384,3,5,2,10,47,15,12,2,0,4,0,1,1,0,-7,79,193,7,5,15,76,9,0,-10,-369,-4,-4,-1,-6,-93,-7,-2,2,0,-1,0,-1,0,-1
271,T10,away,21,loss,92,240,9,2,11,118,11,6,19,779,5,5,1,12,118,23,8,2,0,2,0,2,0,1,-20,-14,-149,-14,-5,2,1,1,-1,-8,-91,1,1,0,0,27,14,-6,0,0,0,-1,-1,0,1
272,T16,away,10,loss,76,125,3,1,2,78,16,5,36,1286,2,4,4,11,69,6,10,4,0,1,1,1,0,1,-27,5,-184,-3,-2,-4,-21,7,-2,-5,-116,-6,-1,2,-2,-20,3,2,2,0,0,1,0,0,1
273,T12,home,34,win,82,413,11,4,10,85,9,7,30,1051,6,4,2,9,166,26,15,0,0,7,0,4,0,1,18,-37,119,-15,3,6,-90,-5,0,8,77,1,-2,-1,-8,71,15,8,-1,-1,5,0,2,0,0
274,T16,home,45,win,128,623,28,9,22,174,16,5,20,786,6,5,0,9,113,13,7,2,1,2,1,1,0,0,30,31,319,15,4,16,29,3,-3,0,33,1,-2,-1,3,-34,-15,1,-3,1,1,1,1,0,0
275,T2,away,29,loss,55,216,12,3,6,77,12,8,19,700,0,5,1,11,144,9,14,3,1,5,1,1,1,0,-17,-90,-177,3,-1,-9,-79,0,3,4,26,-4,-5,0,-3,99,-3,1,1,-1,1,1,0,1,0
276,T14,home,42,win,133,400,10,6,17,156,12,4,20,808,4,6,1,17,104,17,8,0,1,0,1,3,0,0,25,53,89,-7,2,13,53,2,0,3,248,-1,2,-1,8,-44,7,-9,-2,1,-2,1,1,0,-1
277,T15,home,34,win,96,330,14,6,5,113,12,9,46,1673,7,4,2,10,157,14,8,0,0,6,0,3,0,0,6,-52,-128,0,0,-5,-72,-4,5,12,407,2,-1,0,-8,74,0,-1,-2,0,4,-1,3,0,0
278,T14,away,21,loss,142,304,9,1,23,169,10,7,18,667,4,8,1,9,99,16,12,3,0,2,0,1,0,0,-2,54,19,-7,-4,15,50,-1,-1,-2,-328,0,1,-1,-4,-48,7,6,1,0,1,0,1,0,0
279,T14,away,24,win,99,298,8,2,7,133,8,6,29,1000,4,7,2,11,129,14,13,2,1,3,0,2,0,1,7,-22,-23,-6,0,-3,-68,0,2,7,35,0,-3,-1,-5,17,6,0,1,0,1,0,1,0,1
280,T1,away,18,loss,94,195,15,1,2,119,12,7,14,517,4,8,3,9,175,23,10,3,0,3,1,2,0,1,-28,-53,-449,-8,-8,-9,-45,-1,-2,-2,149,-3,3,2,-1,46,8,-1,2,-2,1,1,1,0,1
281,T11,away,11,loss,127,361,17,3,10,180,13,6,14,541,2,6,0,11,133,18,13,1,0,4,0,2,0,1,-17,23,-28,-1,-4,2,56,8,-3,-15,-247,-1,2,0,-1,-34,1,2,0,-1,2,-1,-1,0,1
282,T16,away,21,win,94,489,20,6,8,125,21,7,14,600,8,4,0,13,87,11,11,2,0,1,0,2,0,0,10,-5,23,9,1,-6,-53,5,-6,-6,-131,0,-4,-1,-1,-17,-9,-1,-1,0,-1,-1,2,0,0
283,T3,home,41,win,106,389,23,7,9,117,10,7,27,870,4,4,1,12,91,9,14,2,0,2,1,3,0,0,20,14,149,14,5,-2,-1,-1,1,8,91,-1,-1,0,0,-27,-14,6,0,0,0,1,1,0,-1
284,T11,home,13,win,95,386,20,6,11,125,12,5,24,673,10,5,0,9,73,4,15,8,0,2,2,3,0,0,4,31,181,16,6,5,50,-1,0,7,-148,-1,0,-2,-2,-12,-16,8,6,0,-1,1,1,0,0
285,T15,away,38,win,75,327,10,9,9,112,13,6,20,753,6,4,3,12,199,16,13,1,0,5,0,4,0,1,19,-77,-4,-6,6,-3,-77,-1,4,1,-45,-3,0,2,-1,106,6,6,-1,0,5,0,4,0,1
286,T1,home,18,win,96,164,16,2,4,96,6,5,25,1205,9,11,4,10,72,10,11,1,1,3,0,2,0,0,8,19,-75,6,2,-2,-22,-10,-3,-3,264,6,9,3,-4,-47,-6,-3,-4,1,0,-1,-1,0,0
287,T9,home,31,win,93,294,9,5,4,87,9,7,15,697,7,8,0,14,175,20,14,1,0,2,0,1,1,1,2,-55,-128,-11,0,-5,-102,-3,-4,2,124,3,0,0,0,55,11,-4,-5,0,-1,-1,-1,1,1
288,T2,home,19,win,70,139,6,2,2,85,11,4,24,722,9,2,1,13,138,16,10,4,0,1,0,0,0,1,1,-34,-110,-10,0,-2,-33,-6,-1,7,125,0,-4,0,4,58,10,-3,3,-2,-3,-1,-5,0,1
